area,area_name,bhk,bathroom,furnishing,parking,status,transaction,type,per_sqft,price,price_per_bhk,log_price,has_parking,is_furnished,area_bhk_ratio,price_per_sqft_per_bhk,bathroom_per_bhk,avg_area_price
1700.0,lajpat nagar,3.0,3.0,Furnished,2,ready_to_move,resale,house,20000.0,19000000.0,6333333.333333333,16.759949589762293,1,1,566.6666666666666,6666.666666666667,1.0,30698214.285714287
1600.0,lajpat nagar,3.0,3.0,Unfurnished,2,ready_to_move,resale,house,20000.0,26000000.0,8666666.666666666,17.073607134447293,1,0,533.3333333333334,6666.666666666667,1.0,30698214.285714287
1350.0,lajpat nagar,3.0,3.0,Unfurnished,1,ready_to_move,resale,house,15556.0,21000000.0,7000000.0,16.860033043306743,1,0,450.0,5185.333333333333,1.0,30698214.285714287
1700.0,lajpat nagar,3.0,3.0,Semi-Furnished,1,ready_to_move,resale,house,16176.0,27500000.0,9166666.666666666,17.129696599000436,1,1,566.6666666666666,5392.0,1.0,30698214.285714287
1400.0,lajpat nagar,3.0,3.0,Semi-Furnished,2,ready_to_move,new_property,house,16176.0,32500000.0,10833333.333333334,17.296750678069195,1,1,466.6666666666667,5392.0,1.0,30698214.285714287
1450.0,lajpat nagar,3.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,16176.0,45000000.0,15000000.0,17.622173069956816,1,1,483.3333333333333,5392.0,1.0,30698214.285714287
1350.0,lajpat nagar,3.0,3.0,Semi-Furnished,1,ready_to_move,resale,house,15556.0,21000000.0,7000000.0,16.860033043306743,1,1,450.0,5185.333333333333,1.0,30698214.285714287
1700.0,lajpat nagar,3.0,3.0,Unfurnished,1,ready_to_move,resale,house,15556.0,28000000.0,9333333.333333334,17.147715103853763,1,0,566.6666666666666,5185.333333333333,1.0,30698214.285714287
1600.0,lajpat nagar,3.0,3.0,Unfurnished,2,ready_to_move,resale,house,15556.0,29500000.0,9833333.333333334,17.19990085520835,1,0,533.3333333333334,5185.333333333333,1.0,30698214.285714287
1350.0,lajpat nagar,2.0,2.0,Furnished,4,ready_to_move,resale,house,9259.0,12500000.0,6250000.0,16.341239282272525,1,1,675.0,4629.5,1.0,30698214.285714287
1500.0,lajpat nagar,3.0,3.0,Semi-Furnished,2,ready_to_move,new_property,house,9259.0,26000000.0,8666666.666666666,17.073607134447293,1,1,500.0,3086.3333333333335,1.0,30698214.285714287
750.0,lajpat nagar,2.0,2.0,Semi-Furnished,2,ready_to_move,new_property,house,9259.0,11500000.0,5750000.0,16.257857680289998,1,1,375.0,4629.5,1.0,30698214.285714287
850.0,lajpat nagar,2.0,2.0,Semi-Furnished,2,ready_to_move,resale,house,9259.0,14600000.0,7300000.0,16.496532155171714,1,1,425.0,4629.5,1.0,30698214.285714287
1575.0,lajpat nagar,3.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,9259.0,25500000.0,8500000.0,17.05418904934434,1,1,525.0,3086.3333333333335,1.0,30698214.285714287
1675.0,lajpat nagar,3.0,3.0,Semi-Furnished,2,ready_to_move,new_property,house,18507.0,31000000.0,10333333.333333334,17.249497794707484,1,1,558.3333333333334,6169.0,1.0,30698214.285714287
1350.0,lajpat nagar,3.0,3.0,Semi-Furnished,2,ready_to_move,resale,house,18507.0,22000000.0,7333333.333333333,16.906553056777135,1,1,450.0,6169.0,1.0,30698214.285714287
900.0,lajpat nagar,2.0,2.0,Semi-Furnished,2,ready_to_move,new_property,house,18507.0,13400000.0,6700000.0,16.410765339548004,1,1,450.0,9253.5,1.0,30698214.285714287
1800.0,lajpat nagar,3.0,3.0,Semi-Furnished,2,almost_ready,new_property,house,18507.0,35000000.0,11666666.666666666,17.370858648025116,1,1,600.0,6169.0,1.0,30698214.285714287
900.0,lajpat nagar,2.0,2.0,Furnished,2,ready_to_move,resale,house,18507.0,11000000.0,5500000.0,16.213405921671733,1,1,450.0,9253.5,1.0,30698214.285714287
900.0,lajpat nagar,2.0,2.0,Unfurnished,2,ready_to_move,resale,house,7000.0,6300000.0,3150000.0,15.656060350091908,1,0,450.0,3500.0,1.0,30698214.285714287
900.0,lajpat nagar,2.0,2.0,Furnished,2,ready_to_move,resale,house,7000.0,12500000.0,6250000.0,16.341239282272525,1,1,450.0,3500.0,1.0,30698214.285714287
800.0,lajpat nagar,2.0,2.0,Unfurnished,1,ready_to_move,new_property,house,7000.0,14500000.0,7250000.0,16.489659276356317,1,0,400.0,3500.0,1.0,30698214.285714287
1100.0,lajpat nagar,2.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,7000.0,22500000.0,11250000.0,16.929025911619092,1,1,550.0,3500.0,1.5,30698214.285714287
810.0,lajpat nagar,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,7000.0,15500000.0,7750000.0,16.5563506464056,1,1,405.0,3500.0,1.0,30698214.285714287
1500.0,lajpat nagar,3.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,7000.0,26000000.0,8666666.666666666,17.073607134447293,1,1,500.0,2333.3333333333335,1.0,30698214.285714287
900.0,lajpat nagar,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,7000.0,15800000.0,7900000.0,16.575520561288332,1,1,450.0,3500.0,1.0,30698214.285714287
825.0,lajpat nagar,2.0,2.0,Unfurnished,1,ready_to_move,new_property,house,7000.0,15000000.0,7500000.0,16.52356082573315,1,0,412.5,3500.0,1.0,30698214.285714287
900.0,lajpat nagar,2.0,2.0,Unfurnished,1,ready_to_move,new_property,house,7000.0,13000000.0,6500000.0,16.380459992348886,1,0,450.0,3500.0,1.0,30698214.285714287
875.0,lajpat nagar,2.0,2.0,Unfurnished,1,ready_to_move,new_property,house,7000.0,15000000.0,7500000.0,16.52356082573315,1,0,437.5,3500.0,1.0,30698214.285714287
1350.0,lajpat nagar,3.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,7000.0,25000000.0,8333333.333333333,17.034386422832473,1,1,450.0,2333.3333333333335,1.0,30698214.285714287
750.0,lajpat nagar,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,7000.0,16500000.0,8250000.0,16.61887099947687,1,1,375.0,3500.0,1.0,30698214.285714287
900.0,lajpat nagar,2.0,2.0,Unfurnished,1,ready_to_move,new_property,house,7000.0,10300000.0,5150000.0,16.14765455028724,1,0,450.0,3500.0,1.0,30698214.285714287
1350.0,lajpat nagar,3.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,7000.0,26000000.0,8666666.666666666,17.073607134447293,1,1,450.0,2333.3333333333335,1.0,30698214.285714287
900.0,lajpat nagar,2.0,2.0,Unfurnished,1,ready_to_move,resale,house,7000.0,11000000.0,5500000.0,16.213405921671733,1,0,450.0,3500.0,1.0,30698214.285714287
1800.0,lajpat nagar,3.0,3.0,Unfurnished,1,ready_to_move,new_property,house,7000.0,28500000.0,9500000.0,17.1654146803266,1,0,600.0,2333.3333333333335,1.0,30698214.285714287
1000.0,rohini,2.0,2.0,Semi-Furnished,1,ready_to_move,resale,apartment,5255.0,7600000.0,3800000.0,15.843658936835498,1,1,500.0,2627.5,1.0,8893098.591549296
1360.0,rohini,4.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,13500000.0,3375000.0,16.41820031748273,1,1,340.0,1313.75,0.75,8893098.591549296
1550.0,rohini,4.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,12500000.0,3125000.0,16.341239282272525,1,1,387.5,1313.75,0.75,8893098.591549296
850.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,6500000.0,2166666.6666666665,15.687312888712007,1,1,283.3333333333333,1751.6666666666667,0.6666666666666666,8893098.591549296
2170.0,rohini,4.0,4.0,Unfurnished,2,ready_to_move,new_property,house,5255.0,22000000.0,5500000.0,16.906553056777135,1,0,542.5,1313.75,1.0,8893098.591549296
720.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,6000000.0,2000000.0,15.607270193858982,1,1,240.0,1751.6666666666667,0.6666666666666666,8893098.591549296
850.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,7300000.0,2433333.3333333335,15.803385043104912,1,1,283.3333333333333,1751.6666666666667,0.6666666666666666,8893098.591549296
950.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,7600000.0,2533333.3333333335,15.843658936835498,1,1,316.6666666666667,1751.6666666666667,0.6666666666666666,8893098.591549296
2300.0,rohini,4.0,4.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,20000000.0,5000000.0,16.811242881518265,1,1,575.0,1313.75,1.0,8893098.591549296
1300.0,rohini,4.0,4.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,15000000.0,3750000.0,16.52356082573315,1,1,325.0,1313.75,1.0,8893098.591549296
1100.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,5255.0,6200000.0,2066666.6666666667,15.64006001130563,1,1,366.6666666666667,1751.6666666666667,0.6666666666666666,8893098.591549296
1030.0,rohini,3.0,2.0,Furnished,1,ready_to_move,new_property,house,5255.0,6200000.0,2066666.6666666667,15.64006001130563,1,1,343.3333333333333,1751.6666666666667,0.6666666666666666,8893098.591549296
720.0,rohini,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6528.0,4700000.0,2350000.0,15.363073279446223,1,1,360.0,3264.0,1.0,8893098.591549296
800.0,rohini,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6875.0,5500000.0,2750000.0,15.520258832020865,1,1,400.0,3437.5,1.0,8893098.591549296
350.0,rohini,1.0,1.0,Semi-Furnished,1,ready_to_move,new_property,apartment,5714.0,2000000.0,2000000.0,14.508658238524095,1,1,350.0,5714.0,1.0,8893098.591549296
980.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,7449.0,7300000.0,2433333.3333333335,15.803385043104912,1,1,326.6666666666667,2483.0,0.6666666666666666,8893098.591549296
1600.0,rohini,4.0,3.0,Semi-Furnished,1,ready_to_move,new_property,apartment,8125.0,13000000.0,3250000.0,16.380459992348886,1,1,400.0,2031.25,0.75,8893098.591549296
1450.0,rohini,3.0,3.0,Semi-Furnished,1,ready_to_move,new_property,apartment,7931.0,11500000.0,3833333.3333333335,16.257857680289998,1,1,483.3333333333333,2643.6666666666665,1.0,8893098.591549296
445.0,rohini,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,7931.0,2800000.0,1400000.0,14.845130332288226,1,1,222.5,3965.5,1.0,8893098.591549296
380.0,rohini,1.0,1.0,Semi-Furnished,1,ready_to_move,new_property,apartment,5789.0,2200000.0,2200000.0,14.603968372873895,1,1,380.0,5789.0,1.0,8893098.591549296
680.0,rohini,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6471.0,4400000.0,2200000.0,15.29711532616119,1,1,340.0,3235.5,1.0,8893098.591549296
1600.0,rohini,3.0,3.0,Semi-Furnished,1,ready_to_move,new_property,apartment,8438.0,13500000.0,4500000.0,16.41820031748273,1,1,533.3333333333334,2812.6666666666665,1.0,8893098.591549296
630.0,rohini,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6508.0,4100000.0,2050000.0,15.226497775576945,1,1,315.0,3254.0,1.0,8893098.591549296
1500.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,8000.0,12000000.0,4000000.0,16.300417291085605,1,1,500.0,2666.6666666666665,0.6666666666666666,8893098.591549296
550.0,rohini,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6364.0,3500000.0,1750000.0,15.068273812173887,1,1,275.0,3182.0,1.0,8893098.591549296
2500.0,rohini,4.0,3.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6000.0,15000000.0,3750000.0,16.52356082573315,1,1,625.0,1500.0,0.75,8893098.591549296
2800.0,rohini,5.0,4.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6250.0,17500000.0,3500000.0,16.677711496036597,1,1,560.0,1250.0,0.8,8893098.591549296
300.0,rohini,1.0,1.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6333.0,1900000.0,1900000.0,14.45736497045232,1,1,300.0,6333.0,1.0,8893098.591549296
800.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6875.0,5500000.0,1833333.3333333333,15.520258832020865,1,1,266.6666666666667,2291.6666666666665,0.6666666666666666,8893098.591549296
1295.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6875.0,10000000.0,3333333.3333333335,16.118095750958314,1,1,431.6666666666667,2291.6666666666665,0.6666666666666666,8893098.591549296
700.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6714.0,4700000.0,1566666.6666666667,15.363073279446223,1,1,233.33333333333334,2238.0,0.6666666666666666,8893098.591549296
350.0,rohini,1.0,1.0,Semi-Furnished,1,ready_to_move,new_property,house,6714.0,2400000.0,2400000.0,14.690979711984754,1,1,350.0,6714.0,1.0,8893098.591549296
450.0,rohini,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,6714.0,3800000.0,1900000.0,15.150511887854474,1,1,225.0,3357.0,1.0,8893098.591549296
2200.0,rohini,4.0,4.0,Semi-Furnished,1,ready_to_move,new_property,house,6714.0,23000000.0,5750000.0,16.951004817371683,1,1,550.0,1678.5,1.0,8893098.591549296
2300.0,rohini,4.0,4.0,Semi-Furnished,1,ready_to_move,new_property,house,6714.0,24500000.0,6125000.0,17.01418371633128,1,1,575.0,1678.5,1.0,8893098.591549296
1150.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,6714.0,10000000.0,3333333.3333333335,16.118095750958314,1,1,383.3333333333333,2238.0,0.6666666666666666,8893098.591549296
800.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,6714.0,5500000.0,1833333.3333333333,15.520258832020865,1,1,266.6666666666667,2238.0,0.6666666666666666,8893098.591549296
850.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,6714.0,7000000.0,2333333.3333333335,15.76142084987672,1,1,283.3333333333333,2238.0,0.6666666666666666,8893098.591549296
720.0,rohini,3.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,6714.0,6500000.0,2166666.6666666665,15.687312888712007,1,1,240.0,2238.0,0.6666666666666666,8893098.591549296
4688.0,patel nagar,5.0,4.0,Unfurnished,1,almost_ready,new_property,apartment,28797.0,135000000.0,27000000.0,18.72078534381011,1,0,937.6,5759.4,0.8,23046969.696969695
3901.0,patel nagar,4.0,4.0,Unfurnished,1,almost_ready,new_property,apartment,23840.0,93000000.0,23250000.0,18.34811006187022,1,0,975.25,5960.0,1.0,23046969.696969695
950.0,uttam nagar,3.0,2.0,Furnished,1,ready_to_move,new_property,apartment,4600.0,4370000.0,1456666.6666666667,15.2902737959047,1,1,316.6666666666667,1533.3333333333333,0.6666666666666666,3362083.3333333335
2400.0,greater kailash,4.0,4.0,Semi-Furnished,1,ready_to_move,new_property,apartment,2235.0,70000000.0,17500000.0,18.064005814299346,1,1,600.0,558.75,1.0,47047058.823529415
540.0,uttam nagar,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,apartment,6111.0,3300000.0,1650000.0,15.009433329466965,1,1,270.0,3055.5,1.0,3362083.3333333335
976.0,okhla,2.0,2.0,Furnished,1,ready_to_move,new_property,apartment,25512.0,24900000.0,12450000.0,17.030378401595577,1,1,488.0,12756.0,1.0,20939062.5
2700.0,greater kailash,4.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,22222.0,60000000.0,15000000.0,17.909855136853043,1,1,675.0,5555.5,0.75,47047058.823529415
2900.0,janakpuri,5.0,5.0,Furnished,1,almost_ready,new_property,house,22222.0,51000000.0,10200000.0,17.747336210296442,1,1,580.0,4444.4,1.0,24300000.0
5025.0,greater kailash,5.0,6.0,Unfurnished,4,almost_ready,new_property,house,22222.0,170000000.0,34000000.0,18.951309000896888,1,0,1005.0,4444.4,1.2,47047058.823529415
1000.0,uttam nagar,3.0,2.0,Semi-Furnished,1,almost_ready,new_property,house,22222.0,5510000.0,1836666.6666666667,15.522075362617285,1,1,333.3333333333333,7407.333333333333,0.6666666666666666,3362083.3333333335
1135.0,karol bagh,3.0,3.0,Furnished,2,almost_ready,resale,apartment,22222.0,25000000.0,8333333.333333333,17.034386422832473,1,1,378.3333333333333,7407.333333333333,1.0,20742758.620689657
2306.0,patel nagar,3.0,3.0,Unfurnished,1,almost_ready,new_property,apartment,24718.0,57000000.0,19000000.0,17.858561843342684,1,0,768.6666666666666,8239.333333333334,1.0,23046969.696969695
850.0,najafgarh,2.0,2.0,Semi-Furnished,1,almost_ready,new_property,apartment,24718.0,2940000.0,1470000.0,14.89392047945086,1,1,425.0,12359.0,1.0,2940000.0
1800.0,vasant vihar,4.0,3.0,Semi-Furnished,2,ready_to_move,resale,house,30556.0,55000000.0,13750000.0,17.822843761378564,1,1,450.0,7639.0,0.75,70000000.0
1100.0,vasant kunj,2.0,2.0,Semi-Furnished,1,ready_to_move,resale,apartment,30556.0,15000000.0,7500000.0,16.52356082573315,1,1,550.0,15278.0,1.0,20050000.0
22050.0,greater kailash,4.0,4.0,Semi-Furnished,2,almost_ready,new_property,house,30556.0,51000000.0,12750000.0,17.747336210296442,1,1,5512.5,7639.0,1.0,47047058.823529415
1550.0,rohini,4.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,30556.0,13000000.0,3250000.0,16.380459992348886,1,1,387.5,7639.0,0.75,8893098.591549296
1600.0,greater kailash,3.0,3.0,Semi-Furnished,1,ready_to_move,new_property,house,18750.0,30000000.0,10000000.0,17.216707972959764,1,1,533.3333333333334,6250.0,1.0,47047058.823529415
700.0,khanpur,2.0,2.0,Semi-Furnished,1,ready_to_move,new_property,house,18750.0,2400000.0,1200000.0,14.690979711984754,1,1,350.0,9375.0,1.0,2150000.0
45.0,okhla,4.0,3.0,Unfurnished,1,ready_to_move,new_property,house,18750.0,5500000.0,1375000.0,15.520258832020865,1,0,11.25,4687.5,0.75,20939062.5
